,name,market,sectorCode,sectorName,industryCode,industryName,tradingDate,marketCap,close,volume,amount,returnOn1Day,returnOn1Week,returnOn1Month,returnOn3Months,returnOn6Months,returnOn1Year,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyTwoWeekHighPct,fiftyTwoWeekLowPct,shares,sharesOutstanding,sharesPreferred,sharesFloating,sharesFloatingRate,foreignSharesHolding,foreignRate,foreignSharesLimit,foreignRateByLimit,numbersDate,trailingRevenue,trailingProfit,trailingNetProfit,trailingProfitRate,trailingEps,trailingPs,trailingPe,trailingPeg,yoyRevenue,yoyProfit,yoyNetProfit,yoyProfitRate,yoyEps,fiscalMonth,ifrsType,fiscalRevenue,fiscalRevenueGrowth,fiscalProfit,fiscalProfitGrowth,fiscalProfitRate,fiscalProfitRateGrowth,fiscalNetProfit,fiscalNetProfitGrowth,fiscalAsset,fiscalAssetGrowth,fiscalCapital,fiscalDebt,fiscalDebtGrowth,fiscalDebtRatio,fiscalRetentionRate,fiscalDividendYield,fiscalPayoutRatio,fiscalPayoutRatioGrowth,returnOnAsset,returnOnEquity,fiscalEps,fiscalEpsGrowth,fiscalPe,fiscalPriceToBook,fiscalDps,fiscalDpsGrowth,estimation,estimatedMonth,targetPrice,targetPricePct,nOfEstimations,estimatedRevenue,estimatedRevenueGrowth,estimatedProfit,estimatedProfitRate,estimatedProfitGrowth,estimatedProfitRateGrowth,estimatedNetProfit,estimatedNetProfitGrowth,estimatedAsset,estimatedAssetGrowth,estimatedDebt,estimatedDebtGrowth,estimatedEps,estimatedEpsGrowth,estimatedPe,forwardEps,forwardPe,forwardPeg,estimatedDps,estimatedDpsGrowth,estimatedPayoutRatio,estimatedPayoutRatioGrowth,wicsDate,groupByMarketCap,industryNameKrx,industryPe,products,ipo,beta
472850,폰드그룹,kosdaq,G25,경기관련소비재,WI310,"화장품,의류",20260327,302826889520,5260,25944,134094160,1.54,-4.71,-15.57,-4.88,-5.07,59.01,7180,2926,-26.74,79.77,57571652,57571652,0,13572517,23.58,514561,0.89,57571652,0.89,20260325,4858,576,432,11.86,581.0,0.62,9.05,-0.95,28.1,38.1,26.28,7.77,-9.48,2025/12(P),D,4858,31.76,576,39.47,11.86,5.89,433,59.19,4227,24.8,2377,1850,22.11,77.85,1211.71,4.77,28.45,-3.98,7.13,12.61,447.64,32.95,11.84,1.41,214.0,52.86,,2026/12(E),,,,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,"섬유, 의복, 신발 및 가죽제품 소매업",254.82,"의류(언더웨어, 의복, 잡화, 코스메틱 등)",20240202,0.771
131030,옵투스제약,kosdaq,G35,건강관리,WI410,건강관리,20260327,302286086700,17130,409107,7156604195,-6.75,43.83,58.61,147.19,129.32,172.77,17540,5760,-2.34,197.4,17646590,17646590,0,10438872,59.16,864012,4.9,17646590,4.9,20260325,872,89,114,10.21,689.0,3.47,24.86,-20.38,-1.74,-43.33,2.5,-42.33,-1.22,2025/12,B,872,6.47,89,3.49,10.21,-2.76,114,10.68,1911,14.77,1650,261,14.47,15.79,1788.05,,,,6.35,7.36,661.89,8.62,26.5,1.9,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,의약품 제조업,1320.72,티어린프리점안액,20101203,0.844
054950,제이브이엠,kosdaq,G35,건강관리,WI410,건강관리,20260327,301642805400,24950,13575,331921875,1.01,-2.35,-5.13,-2.92,-19.12,14.45,33800,19510,-26.18,27.88,12089892,12089892,0,6798445,56.23,2105092,17.41,12089892,17.41,20260325,1731,333,284,19.24,2344.0,1.74,10.64,-0.34,-2.49,-35.16,-30.26,-33.51,-31.01,2025/12,D,1731,8.59,333,8.47,19.24,-0.1,284,-1.39,3191,12.04,2339,852,3.27,36.41,4159.99,2.51,27.67,31.82,9.39,13.0,2369.42,-1.72,10.53,1.16,650.0,30.0,4.0,2026/12(E),34750.0,-28.2,5.0,1863,7.63,390,20.93,17.12,8.78,350,23.24,3315,3.89,817,-4.11,2898.0,23.58,8.61,3020.58,8.26,0.02,580.0,-10.77,20.03,-27.61,20260326,,일반 목적용 기계 제조업,106.26,"전자동 정제,분류 및 포장시스템",20060607,0.558
042370,비츠로테크,kosdaq,G45,IT,WI630,IT가전,20260327,301562287750,11510,326604,3721968350,-2.21,-3.92,3.97,32.3,33.68,52.45,12080,6600,-4.72,74.39,26200025,26200025,0,10430930,39.81,2348444,8.96,26200025,8.96,20260325,4412,572,429,12.96,252.0,0.68,45.67,0.79,-2.29,39.09,87.5,42.33,57.94,2024/12,D,4283,21.37,511,77.43,11.93,46.2,415,85.27,5905,16.22,4226,1679,16.92,39.74,1698.75,0.74,3.16,-45.98,7.56,3.72,324.82,흑자전환,37.19,1.31,50.0,0.0,,2025/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기타 금융업,,"차단기, 개폐기",20000803,0.978
216080,제테마,kosdaq,G35,건강관리,WI410,건강관리,20260327,301393701900,8100,268726,2146236655,3.85,-6.36,-20.59,33.66,32.35,15.71,10890,5400,-25.62,50.0,37209099,37209099,0,26306134,70.7,2107654,5.66,37209099,5.66,20260325,769,39,-75,5.07,-196.0,3.92,-41.33,0.7,7.37,nan,-42.42,nan,-58.73,2025/12(P),D,769,12.26,38,-7.32,4.94,-17.53,-74,적자지속,2227,-5.95,714,1513,-7.57,211.81,708.0,,,,-1.13,-0.26,,적자지속,,3.86,,,,2026/12(E),,,,,0.0,,,0.0,0.0,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,,의료용품 및 기타 의약 관련제품 제조업,1320.72,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등",20191114,0.855
014940,오리엔탈정공,kosdaq,G20,산업재,WI240,조선,20260327,301241899210,6610,94424,611847290,-1.34,-7.81,-19.88,-13.71,-32.89,32.6,12540,4240,-47.29,55.9,45573661,45573661,0,24563277,53.9,753020,1.65,45573661,1.65,20260325,2072,242,192,11.68,420.0,1.45,15.74,-0.23,-8.63,-17.07,-68.49,-9.28,-69.38,2025/12,D,2073,0.0,243,-2.41,11.72,-2.41,191,-26.82,2379,10.29,1254,1126,6.63,89.79,456.27,1.92,17.46,-31.8,8.44,16.26,432.6,-26.57,15.95,2.41,100.0,100.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,일반 목적용 기계 제조업,106.26,선박용 기계제품(크레인 등),20011226,1.024
009680,모토닉,kospi,G25,경기관련소비재,WI300,자동차,20260327,300976500000,10730,16804,179270250,-0.09,-1.29,-6.21,-5.88,6.77,15.75,11650,8930,-7.9,20.16,28050000,21733094,0,8820472,31.45,2434616,8.68,28050000,8.68,20260325,2797,185,269,6.61,946.0,1.08,11.34,-0.58,-5.59,-37.08,-31.78,-33.39,-19.69,2025/12,D,2797,-3.75,185,-22.27,6.61,-19.29,270,-16.67,5305,6.23,4828,477,52.88,9.88,2911.39,7.6,82.07,34.3,5.24,5.68,961.23,-3.57,11.35,0.61,790.0,31.67,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,자동차 신품 부품 제조업,13.79,"자동차용 부품(연료펌프,LPI SYSTEM, FCEV) 제조,판매",19940114,0.36
445090,에이직랜드,kosdaq,G45,IT,WI620,반도체,20260327,300455595000,27500,27391,735878850,-1.26,-1.79,-13.52,0.55,-11.29,-7.09,34750,23700,-20.86,16.03,10925658,10925658,0,6992621,64.0,141074,1.29,10925658,1.29,20260324,729,-275,-272,-37.72,-2497.0,4.12,-11.01,,-43.17,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,729,-22.53,-276,적자지속,-37.86,적자지속,-272,적자지속,1671,4.44,843,828,33.12,98.24,1464.96,,,,-8.57,-15.39,,적자지속,,3.56,,,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,,반도체 제조업,,"비메모리 반도체 설계및 제조, 전자회로 연구, 설계, 레이아웃 등",20231113,1.278
034120,SBS,kospi,G50,커뮤니케이션서비스,WI331,미디어,20260327,300344543220,16190,14690,237182050,-1.28,-6.2,-13.19,-13.38,-20.83,-14.02,29200,16190,-44.55,0.0,18551238,18551238,0,11810377,63.66,0,0.0,0,0.0,20260325,10084,182,78,1.8,418.0,0.3,38.73,,27.69,-41.86,적자전환,-54.42,적자전환,2025/12(P),D,10085,-3.65,182,흑자전환,1.8,흑자전환,78,-76.92,15124,12.33,9064,6059,30.22,66.85,874.92,,,,2.36,3.8,1853.17,-77.03,8.99,0.34,,,4.0,2026/12(E),24600.0,-34.19,5.0,10208,1.22,454,4.45,149.45,147.22,340,335.9,15453,2.18,5917,-2.34,1799.0,329.36,9.0,1917.15,8.44,0.3,375.0,-25.0,20.46,4.12,20260326,,텔레비전 방송업,193.89,"TV,라디오방송,광고",20030625,0.426
354320,알멕,kosdaq,G25,경기관련소비재,WI300,자동차,20260327,299755768900,46900,109374,5034842225,-4.09,-0.64,-16.4,132.75,113.67,76.98,71100,19000,-34.04,146.84,6391381,6391381,0,4564408,71.42,276083,4.32,6391381,4.32,20260325,1878,61,-62,3.25,-206.0,1.6,-227.67,,18.82,적자지속,적자지속,적자지속,적자지속,2025/12,D,1878,19.69,62,흑자전환,3.3,흑자전환,-61,적자지속,3428,1.0,1612,1816,-3.09,112.69,4607.05,,,,-1.8,-0.9,,적자전환,,2.08,,,,2026/12(E),,,,2367,26.04,173,7.31,179.03,121.52,148,흑자전환,3547,3.47,1914,5.4,,흑자전환,,2170.97,21.6,-2.49,,,,,20260326,,1차 비철금속 제조업,51.84,알루미늄 압출 제품,20230630,1.106
067390,아스트,kosdaq,G20,산업재,WI250,"상사,자본재",20260327,299503347828,732,1030435,747777420,-1.61,-3.68,-21.04,27.75,37.08,18.06,941,517,-22.21,41.59,409157579,409157579,0,150152996,36.7,9123471,2.23,409157579,2.23,20260325,2544,73,-122,2.87,-31.0,1.18,-23.61,,24.52,적자전환,적자전환,적자전환,적자전환,2025/12(P),D,2544,48.42,72,흑자전환,2.83,흑자전환,-122,적자지속,5620,19.8,2961,2659,-39.66,89.8,64.99,,,,-3.32,-10.5,,적자지속,,0.9,,,,2026/12(E),,,,,0.0,,,0.0,0.0,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,,"항공기,우주선 및 부품 제조업",27.69,항공기용 부품 제조 및 동체 조립,20141224,0.627
024060,흥구석유,kosdaq,G10,에너지,WI100,에너지,20260327,298350000000,19890,5498377,116281258550,-5.29,1.79,-5.73,69.28,57.48,74.17,32700,9300,-39.17,113.87,15000000,15000000,0,10183557,67.89,138717,0.92,15000000,0.92,20260325,1078,-10,3,-0.93,12.0,2.77,1657.5,-160.3,-7.24,0.0,0.0,7.25,-10.34,2025/12(P),B,1079,-7.7,-10,적자지속,-0.93,적자지속,2,-66.67,929,1.31,789,140,10.24,17.74,5206.99,0.24,225.0,200.0,0.67,0.79,37.91,-70.73,507.74,3.96,30.0,0.0,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,기타 전문 도매업,254.82,휘발유등,19941207,-0.393
322310,오로스테크놀로지,kosdaq,G45,IT,WI620,반도체,20260327,298324362700,31850,140974,4417850700,-1.24,-3.63,29.47,32.43,11.56,40.31,35150,18160,-9.39,75.39,9366542,9366542,0,4256311,45.44,26821,0.29,9366542,0.29,20260325,522,-84,-64,-16.09,-686.0,5.72,-46.43,0.48,-52.25,적자전환,-95.45,적자전환,-95.83,2025/12,D,521,-15.15,-84,적자전환,-16.12,적자전환,-64,적자전환,922,-2.33,635,287,9.54,45.22,1311.72,,,,-6.88,-9.76,,적자전환,,4.57,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,특수 목적용 기계 제조업,106.26,반도체 Overlay 계측 장비,20210224,1.225
003960,사조대림,kospi,G30,필수소비재,WI400,필수소비재,20260327,298303400850,32550,9042,292373725,-0.76,-4.26,-15.12,-13.55,-17.7,-17.7,45700,32100,-28.77,1.4,9164467,9164467,3780,2284428,24.93,170105,1.86,9164467,1.86,20260325,34998,947,-736,2.71,-8577.0,0.09,-3.8,,2.56,56.31,적자전환,53.23,적자전환,2025/12,D,34998,32.42,947,-28.8,2.71,-46.12,-736,적자전환,21848,2.88,7954,13895,8.13,174.7,1333.51,0.67,2.87,-4.01,-3.41,-11.62,,적자전환,,0.46,250.0,-16.67,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,수산물 가공 및 저장 처리업,13.94,"게맛살,어육연제품,식용류,배합사료 제조",19760916,0.534
088800,에이스테크,kosdaq,G45,IT,WI610,IT하드웨어,20260327,298250414300,3950,4038002,16394997963,1.28,14.0,33.45,41.07,91.75,82.36,4250,1858,-7.06,112.59,75506434,75506434,1592394,36572107,48.44,0,0.0,75506434,0.0,20260325,1787,-186,-284,-10.41,-372.0,1.67,-10.62,,-1.42,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,1787,23.16,-185,적자지속,-10.35,적자지속,-284,적자지속,3049,17.5,956,2093,-12.02,218.92,,,,,-14.44,-67.32,,적자지속,,2.98,,,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,,통신 및 방송 장비 제조업,,"단말기용안테나,기지국용안테나",20060327,0.908
005010,휴스틸,kospi,G15,소재,WI210,철강,20260327,297234916750,5290,745875,3912841530,1.73,-3.82,20.78,29.02,30.94,0.19,5570,3825,-5.03,38.3,56188075,56188075,0,29054205,51.71,2241552,3.99,56188075,3.99,20260325,6125,70,132,1.14,232.0,0.49,22.8,,-7.12,적자전환,적자지속,적자전환,적자지속,2025/12(P),D,6125,-15.3,70,-59.06,1.14,-51.69,131,-41.26,14313,7.94,11196,3116,-2.32,27.83,1892.67,3.97,37.79,94.19,1.62,2.1,407.94,-41.31,13.09,0.26,150.0,-40.0,,2026/12(E),,,,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,1차 철강 제조업,47.14,"강관(배관용,구조용,유정용) 제조,도매",19730629,0.471
092790,넥스틸,kospi,G15,소재,WI210,철강,20260327,297202860000,11430,92873,1046763505,-0.78,-9.07,-3.05,22.38,-9.07,-13.93,16630,9100,-31.27,25.6,26002000,26002000,0,9877310,37.99,462299,1.78,26002000,1.78,20260325,5510,400,361,7.26,1390.0,0.54,8.22,,-25.28,적자전환,적자전환,적자전환,적자전환,2025/12(P),D,5510,-0.25,399,-36.87,7.24,-36.71,361,4.03,6918,7.67,4649,2269,14.89,48.79,3475.92,3.36,18.73,33.4,5.2,7.64,1399.07,3.96,8.62,0.64,250.0,-64.29,,2026/12(E),,,,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,1차 철강 제조업,47.14,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",20230821,0.814
255220,SG,kosdaq,G20,산업재,WI220,건설,20260327,296063078400,2720,1291677,3495273942,0.37,-4.39,-1.27,10.57,25.35,10.57,3350,1938,-18.81,40.35,108846720,108846720,0,78874648,72.57,3326185,3.06,108846720,3.06,20260325,1023,9,-24,0.88,-19.0,2.89,-143.16,,-25.0,70.0,적자지속,126.8,적자지속,2025/12,D,1022,-14.05,8,흑자전환,0.78,흑자전환,-25,적자지속,2244,-3.61,1022,1222,-16.36,119.61,1066.19,,,,-1.07,-2.2,,적자지속,,2.32,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기타 비금속 광물제품 제조업,77.42,"아스콘, 레미콘",20180126,0.697
002320,한진,kospi,G20,산업재,WI260,운송,20260327,295474448640,19040,51278,976968735,-1.86,-3.01,-14.04,-6.67,-5.04,-1.35,22900,18000,-16.86,5.78,15518616,15518616,0,9538124,61.46,835602,5.38,15518616,5.38,20260325,30649,1122,10,3.66,-92.0,0.1,-206.96,,-2.07,흑자전환,적자지속,nan,적자지속,2025/12,D,30649,1.64,1122,12.09,3.66,10.24,10,흑자전환,43170,3.04,15233,27937,4.81,183.4,1763.83,3.04,914.1,,0.02,-0.11,,적자지속,,0.21,600.0,0.0,3.5,2026/12(E),27000.0,-29.48,2.0,31710,3.46,1330,4.19,18.54,14.48,260,2500.0,42295,-2.03,26940,-3.57,1579.0,흑자전환,12.06,1726.23,11.03,-2.18,600.0,0.0,35.16,-96.15,20260326,,도로 화물 운송업,8.32,"포장화물,택배산업,항만하역,고속버스사업,운수보관",19740812,0.364
004360,세방,kospi,G20,산업재,WI260,운송,20260327,293806818110,15370,70856,1077961240,-2.35,-2.54,-6.57,2.13,11.05,33.65,16690,10440,-7.91,47.22,19115603,19115603,3689250,9701295,50.75,2217893,11.6,19115603,11.6,20260325,13072,264,589,2.02,2561.0,0.22,6.0,-0.27,-5.85,35.19,-22.67,43.48,-22.24,2024/12,D,13734,20.26,245,-14.63,1.78,-29.08,855,22.14,14803,10.04,11346,3457,20.45,30.46,9900.53,2.69,6.78,-18.12,6.05,7.81,3766.51,22.52,4.24,0.31,300.0,0.0,,2025/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,도로 화물 운송업,8.32,"도로운송,항만하역,창고,지게차 임대",19770519,0.544
221800,유투바이오,kosdaq,G35,건강관리,WI410,건강관리,20260327,293157521600,18400,177778,3187440725,1.6,-3.16,-29.09,370.59,475.0,402.05,28200,2875,-34.75,540.0,15932474,15932474,0,8188397,51.39,47973,0.3,15932474,0.3,20260325,256,-24,-16,-9.38,-139.0,11.45,-132.37,,0.0,적자지속,적자지속,적자지속,적자지속,2025/12,B,256,2.4,-24,적자지속,-9.38,적자지속,-16,적자지속,525,16.67,423,102,-3.77,24.13,524.65,2.55,,,-3.37,-4.28,,적자지속,,5.8,100.0,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기타 과학기술 서비스업,,"체외진단검사서비스, 의료IT솔루션",20231102,0.486
004310,현대약품,kospi,G35,건강관리,WI410,건강관리,20260327,292800000000,9150,299919,2672830565,-0.22,-3.28,-30.21,5.29,133.72,185.05,14340,3000,-36.19,205.0,32000000,32000000,0,20065258,62.7,1951425,6.1,32000000,6.1,20260325,1918,42,25,2.19,79.0,1.53,115.82,1.16,13.52,100.0,100.0,100.0,100.0,2025/11,B,1918,9.16,42,2000.0,2.19,1890.91,25,흑자전환,1632,4.35,821,811,4.92,98.79,553.5,0.81,38.4,,1.57,3.12,79.83,흑자전환,116.62,2.81,30.0,0.0,,2026/11(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,의약품 제조업,77.78,"타코실, 마이녹실, 테놀민, 미에로화이바 등",19780628,0.725
294570,쿠콘,kosdaq,G45,IT,WI602,IT서비스,20260327,292660228000,29000,17771,511191975,-1.86,-6.6,-8.81,2.47,-24.97,69.29,48800,16940,-40.57,71.19,10091732,10091732,0,6846754,67.85,279212,2.77,10091732,2.77,20260325,694,189,215,27.23,2097.0,4.22,13.83,-0.15,3.43,19.05,-91.21,15.08,-91.35,2025/12,B,695,-4.79,189,13.86,27.19,19.57,215,36.08,3135,19.25,1705,1430,23.17,83.88,3246.09,1.06,14.08,44.56,7.45,13.54,2126.07,36.87,14.04,1.74,300.0,100.0,,2026/12(E),,,,746,7.34,209,28.02,10.58,3.05,209,-2.79,3203,2.17,1438,0.56,,-1.62,,2127.58,13.63,0.0,300.0,0.0,14.49,2.91,20260326,,기타 정보 서비스업,513.58,"페이먼트서비스(65.2%), 데이터서비스(29.1%) 등",20210428,0.833
000320,노루홀딩스,kospi,G20,산업재,WI220,건설,20260327,292405322000,22000,9215,199922600,-1.35,-8.9,-20.29,0.46,-17.76,60.58,36250,13260,-39.31,65.91,13291151,13291151,243559,4299933,32.35,410771,3.09,13291151,3.09,20260324,12392,645,585,5.2,2396.0,0.24,9.18,-0.81,-8.95,169.7,16.07,195.24,-11.39,2025/12,D,12393,-0.69,645,-11.16,5.2,-10.65,585,-28.75,12794,5.32,8119,4674,5.6,57.57,5893.9,2.85,13.63,53.15,4.69,6.66,2427.5,-36.12,9.31,0.59,600.0,9.09,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기타 금융업,14.92,지주사업,19730810,0.809
357550,석경에이티,kosdaq,G15,소재,WI110,화학,20260327,292388000000,53600,5669,295249400,3.08,2.1,-10.37,-24.61,2.49,9.84,74000,43250,-27.57,23.93,5455000,5455000,0,3222739,59.08,69648,1.28,5455000,1.28,20260325,176,39,38,22.16,696.0,16.61,77.01,-2.24,2.5,-75.0,-33.33,-75.6,-34.36,2025/12,D,175,26.81,39,95.0,22.29,53.83,38,-11.63,543,10.37,441,102,8.51,23.19,1552.06,,,,7.34,9.05,704.34,-12.45,74.68,6.3,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기초 화학물질 제조업,,바이오 및 전기전자 나노 소재,20201223,0.737
272110,케이엔제이,kosdaq,G45,IT,WI620,반도체,20260327,291723108250,36350,99566,3459025950,1.96,-0.14,12.54,67.51,25.56,112.08,38900,14310,-6.56,154.02,8025395,8025395,0,5861880,73.04,1031626,12.85,8025395,12.85,20260325,845,222,262,26.27,3250.0,3.45,11.18,0.02,30.9,156.52,650.0,95.98,645.71,2025/12(P),D,844,35.69,223,58.16,26.42,16.54,261,141.67,1568,24.05,711,856,39.64,120.36,1752.27,,,,7.61,15.81,1376.7,140.99,26.44,3.85,,,,2026/12(E),,,,1095,29.74,311,28.4,39.46,7.49,277,6.13,,0.0,,0.0,,0.0,,2976.29,12.21,-0.01,,,,,20260326,,반도체 제조업,,"Edge Grinder, CVD-SiC Ring",20191025,1.168
226590,엠디바이스,kosdaq,G45,IT,WI620,반도체,20260327,291283481600,27400,445344,12311903500,-7.28,-24.31,4.38,121.68,18.87,204.44,36250,7650,-24.41,258.17,10630784,10630784,0,7239450,68.1,377649,3.55,10630784,3.55,20260325,965,117,109,12.12,1036.0,3.02,26.45,0.13,168.29,100.0,252.63,-25.46,208.37,2025/12,B,965,99.79,117,143.75,12.12,21.93,109,263.33,963,175.14,475,488,448.31,102.87,792.84,,,,16.54,29.53,1118.49,209.17,28.61,6.64,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,전자부품 제조업,,반도체기억장치,20250307,1.079
036200,유니셈,kosdaq,G45,IT,WI620,반도체,20260327,290390191810,9470,235252,2197408685,-2.37,-6.97,-12.31,1.18,-8.94,42.41,11490,5470,-17.58,73.13,30664223,30664223,0,20513653,66.9,4024504,13.12,30664223,13.12,20260325,2733,109,90,3.99,293.0,1.06,32.32,-0.5,23.58,-14.81,-64.06,-30.98,-64.45,2025/12,D,2733,25.25,109,9.0,3.99,-12.88,90,-41.94,2828,7.49,2436,392,12.64,16.09,1511.44,0.83,27.26,72.2,3.28,3.81,310.99,-42.21,33.12,1.2,80.0,0.0,4.0,2026/12(E),14000.0,-32.36,1.0,3124,14.31,237,7.59,117.43,90.23,224,148.89,2862,1.2,355,-9.44,734.0,150.51,12.9,1007.83,9.4,0.23,80.0,0.0,10.95,-59.83,20260326,,특수 목적용 기계 제조업,106.26,반도체장비(DryGasScrubber),19991210,1.172
049070,인탑스,kosdaq,G45,IT,WI610,IT하드웨어,20260327,290164000000,16870,45350,756307010,-0.59,-5.06,-17.3,10.62,3.62,0.18,23750,13150,-28.97,28.29,17200000,17200000,0,9160719,53.26,1090586,6.34,17200000,6.34,20260325,5908,-113,82,-1.91,941.0,0.49,17.93,0.08,3.87,적자지속,248.48,적자지속,223.77,2025/12,D,5908,-3.89,-113,적자전환,-1.91,적자전환,82,-64.96,8726,-3.12,7564,1162,-9.85,15.36,8037.54,1.0,41.95,185.37,0.92,2.44,978.35,-24.7,18.01,0.42,200.0,0.0,4.0,2026/12(E),30000.0,-43.77,1.0,6131,3.77,106,1.73,흑자전환,흑자전환,168,104.88,9140,4.74,1287,10.76,837.0,-11.15,20.16,955.53,17.66,0.0,200.0,0.0,20.48,-51.18,20260326,,통신 및 방송 장비 제조업,,"휴대용단말기 부품, 가전 부품, 자동차 부품, 의료기기 제품, 로봇 관련 제품 제조 등",20020221,1.008
045390,대아티아이,kosdaq,G45,IT,WI602,IT서비스,20260327,289997946355,4115,433421,1760433543,-0.48,-2.6,-14.98,9.01,-7.42,30.02,5860,3010,-29.78,36.71,70473377,70473377,0,59089022,83.85,4086018,5.8,70473377,5.8,20260325,1532,75,205,4.9,291.0,1.89,14.14,1.13,-24.75,-57.69,12.5,-43.84,12.5,2025/12,D,1532,2.75,76,-2.56,4.96,-5.16,204,38.78,3364,15.21,1540,1824,15.15,118.38,2068.54,,,,6.49,14.2,296.0,38.76,14.24,1.89,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,기타 전기장비 제조업,,철도신호제어시스템 등,20010517,0.695
053690,한미글로벌,kospi,G20,산업재,WI220,건설,20260327,289827197500,26450,370026,9752400350,-0.94,-2.76,25.06,52.27,13.28,69.66,27200,13560,-2.76,95.06,10957550,10957550,0,8560169,78.12,646102,5.9,10957550,5.9,20260325,4489,306,196,6.82,1692.0,0.65,15.63,-0.19,-4.66,-30.53,-89.87,-27.11,-82.94,2025/12,D,4488,5.65,306,-9.73,6.82,-14.54,196,-14.41,4466,-5.16,2458,2008,-17.47,81.68,4127.0,2.23,22.36,16.82,4.27,8.56,1669.84,-7.44,15.78,1.26,400.0,0.0,4.0,2026/12(E),31250.0,-15.36,4.0,4897,9.11,384,7.84,25.49,14.96,293,49.49,4928,10.34,2310,15.04,2478.0,46.45,10.67,2523.95,10.48,0.05,450.0,12.5,16.83,-24.73,20260326,,"건축기술, 엔지니어링 및 관련 기술 서비스업",18.66,"건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",20090623,0.779
025770,한국정보통신,kosdaq,G45,IT,WI602,IT서비스,20260327,289444214830,7730,21417,164553780,-0.13,-1.78,-8.52,0.52,-13.15,-1.02,11830,7290,-34.66,6.04,37444271,37444271,0,4090049,10.92,23585468,63.0,37444271,63.0,20260325,8363,452,366,5.4,978.0,0.35,7.9,0.08,13.57,160.87,100.0,130.51,95.24,2025/12,D,8363,5.73,452,15.6,5.4,9.31,366,-15.86,5125,10.72,3358,1767,12.98,52.61,1722.35,3.79,29.67,,7.5,11.4,987.37,-15.98,7.92,0.82,290.0,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,전기 통신업,21.54,"신용카드부가통신업(VAN),전자지급결제대행업(PG)",19980120,0.515
251370,와이엠티,kosdaq,G15,소재,WI110,화학,20260327,289033764000,16400,534828,8549204285,7.19,28.12,15.49,49.91,3.86,72.81,18170,8070,-9.74,103.22,17624010,17624010,0,10828105,61.44,924228,5.24,17624010,5.24,20260325,1446,128,25,8.85,16.0,2.0,1025.0,,5.21,720.0,적자전환,679.56,적자지속,2025/12(P),D,1446,5.39,129,258.33,8.92,240.46,24,흑자전환,3506,40.3,1966,1540,51.43,78.33,2036.16,,,,-0.78,-2.94,,흑자전환,,1.43,,,,2026/12(E),,,,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,기초 화학물질 제조업,,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",20170427,1.096
